rank,score,nyc_percentile,hist_relative_pct,pred_gbm,pred_ridge,zip,city,county,state,zhvi,mom_5y_rel,log_price_rel_metro,nbr_log_price_gap,rent_yield,price_to_income_rel,bachelors_share_rel,d5_log_income_rel,d5_log_housing_units_rel,zillow_1y_forecast_pct,origin
94,60.57976323891209,88.8086642599278,1.6025548825049807,64.1479243245161,57.0116021533081,07940,Madison,Morris County,NJ,1079886.0,0.0718395002536493,0.37373492927738816,0.0009677633245033235,0.038727839246303554,-0.05661051349159085,0.25088076159159844,-0.06742811190076914,-0.02693372035763071,2.8,2026-07-31
95,60.55421814274577,88.68832731648617,1.6025548825049807,68.22034398397709,52.88809230151445,07458,Upper Saddle River,Bergen County,NJ,1666600.0,0.08627442883181083,0.8076649163864786,0.553937409688773,,0.03166339563779341,0.2613987602421476,0.17332247140119783,0.02320723685194208,3.0,2026-07-31
96,60.52995046498303,88.56799037304452,1.6025548825049807,55.78008257561176,65.2798183543543,10512,Carmel,Putnam County,NY,520032.0,0.07480676741531803,-0.3569856644999909,-0.20465751776173136,,-0.40387631049242967,-0.05707721447167652,-0.048934322125264273,-0.07515407900793543,2.5,2026-07-31
97,60.52749027627472,88.4476534296029,1.6025548825049807,55.434012674739485,65.62096787780996,11741,Holbrook,Suffolk County,NY,678810.0,0.0384369885532351,-0.09053531983605367,-0.03381905613633407,0.05030025092966445,-0.3414916507205892,-0.14375160700660444,0.0661441836108363,-0.05584748631972376,3.0,2026-07-31
98,60.45289893527957,88.32731648616125,1.6025548825049807,58.08958077460197,62.81621709595717,11795,West Islip,Suffolk County,NY,753976.0,-0.06824756898987303,0.014484931412665603,0.15029424035094685,,-0.44192655707026884,0.00859981624567363,0.11265562562110532,-0.025998274836192173,2.8,2026-07-31
99,60.44710787799936,88.20697954271961,1.6025548825049807,55.812447127641285,65.08176862835742,11751,Islip,Suffolk County,NY,671396.0,-0.037816373007183296,-0.10151732567713978,-0.0807108497882627,,-0.1386580438403897,-0.13320390618400235,-0.17288710541053476,-0.040610336262147675,2.9,2026-07-31
100,60.41440784274734,88.08664259927798,1.6025548825049807,60.40292957274181,60.425886112752856,07630,Emerson,Bergen County,NJ,811972.0,0.023664295751855496,0.08858996171585787,-0.15928769583488034,,-0.2370303899484345,0.07896662644727881,-0.03706555981087867,-0.02153663071927321,2.9,2026-07-31
101,60.37990106539793,87.96630565583634,1.6025548825049807,64.77100635522365,55.98879577557221,08720,Allenwood,Monmouth County,NJ,1033186.0,0.12584500815909508,0.3295258562962271,0.048764169660801215,,-0.3638543891813708,-0.005930461372474216,0.49439922663449565,-0.0633268198607639,2.7,2026-07-31
102,60.36559738283188,87.84596871239471,1.6025548825049807,66.2163747960352,54.51481996962857,11516,Cedarhurst,Nassau County,NY,1248848.0,0.102834817500597,0.5191009443129104,0.22913987610059827,0.0422789501971777,0.5927892713226217,-0.03564145173881972,-0.27545167846962393,0.26819789490720264,2.2,2026-07-31
103,60.35513353369099,87.72563176895306,1.6025548825049807,59.55372115216767,61.15654591521431,18336,Matamoras,Pike County,PA,307553.0,0.05342293314948812,-0.8822280021085707,-0.1581793068487105,,-0.4277973364282339,-0.16882784276198043,-0.20669345449019438,0.0931205150490471,2.2,2026-07-31
104,60.29580596677979,87.60529482551144,1.6025548825049807,54.8592856913576,65.73232624220198,07718,Belford,Monmouth County,NJ,644357.0,0.101384000369546,-0.14262262354425914,-0.2163210667526556,,-0.3006083244098765,-0.03789661212017392,-0.18758249109605885,-0.0005819877735457474,2.8,2026-07-31
105,60.292311257163846,87.48495788206979,1.6025548825049807,65.08504467494643,55.49957783938127,07640,Harrington Park,Bergen County,NJ,1010026.0,0.0711189528602926,0.30685491246257435,0.07197234962934829,,-0.16761900089594062,0.23998419621443334,0.0615835718960458,0.06589575020025533,2.9,2026-07-31
106,60.28455564510129,87.36462093862815,1.6025548825049807,61.49097674679608,59.0781345434065,07733,Holmdel Township,Monmouth County,NJ,1120866.0,0.09208327337046499,0.41098086399304457,0.4632374272188109,0.041396555618946305,0.015148516635293374,0.18196315240880245,-0.11798290295313762,0.012471558332318985,2.8,2026-07-31
107,60.276200756379595,87.24428399518652,1.6025548825049807,58.58267203819453,61.96972947456465,11510,Baldwin,Nassau County,NY,737186.0,0.01880060651003604,-0.008035851047106135,-0.051834398412553995,,-0.27937929024190145,-0.04221116493759475,0.009359560497182784,-0.008858488791643374,2.3,2026-07-31
108,60.244288360865426,87.12394705174489,1.6025548825049807,54.13024044762914,66.3583362741017,07701,Red Bank,Monmouth County,NJ,732744.0,0.09965025250364548,-0.01407979525246894,-0.29056064433459916,0.053703651285164196,-0.012597773449683602,0.02551173339074564,-0.0287007108880033,0.012271837728759658,3.1,2026-07-31
109,60.23876842194776,87.00361010830325,1.6025548825049807,56.06666588048843,64.41087096340709,07628,Dumont,Bergen County,NJ,683641.0,0.07154716308855705,-0.08344343501484452,-0.3988617731294113,0.050465091689050265,-0.19903181091335687,0.012178699800651227,-0.0016987644092996135,-0.0012219492489557587,2.2,2026-07-31
110,60.201417262166515,86.8832731648616,1.6025548825049807,54.476242801945155,65.92659172238788,07461,Sussex,Sussex County,NJ,461077.0,0.03603219359151169,-0.47731170371606346,0.1271318180686194,,-0.42870608790265696,-0.17542526287079258,-0.051275261330671285,-0.01625271608814112,2.3,2026-07-31
111,60.167236994832436,86.76293622141998,1.6025548825049807,62.039843433110555,58.294630556554324,11507,Albertson,Nassau County,NY,1096759.0,0.02806485355200508,0.3892384635418846,-0.24583576467217227,,0.010458182997788112,0.16200846992523577,-0.02393132431996925,-0.06983205051349702,2.2,2026-07-31
112,60.128857008247955,86.64259927797833,1.6025548825049807,56.76016494610757,63.49754907038834,07758,Port Monmouth,Monmouth County,NJ,638455.0,0.09734616103796015,-0.15182556398266556,-0.17402177139954667,,-0.17808878063904143,-0.09114504767194409,-0.04266671735917349,-0.03703612462904689,3.0,2026-07-31
113,60.07855959932087,86.5222623345367,1.6025548825049807,63.77765694435289,56.379462254288846,07423,Ho Ho Kus,Bergen County,NJ,1376648.0,0.11832536506752903,0.616530573498471,0.2924638128998325,,-0.18367747994135475,0.3349856874662208,-0.08904244613560586,-0.07476381290826213,3.5,2026-07-31
114,60.05380734553363,86.40192539109506,1.6025548825049807,61.27378735078091,58.83382734028635,10570,Pleasantville,Westchester County,NY,1041395.0,0.016955748547914956,0.33744037812346406,0.0068535993026692665,0.03860206228138531,-0.15533049424929257,0.2435731674020153,-0.007380156687315065,-0.0016487696263831203,2.7,2026-07-31
115,60.01154063547397,86.28158844765343,1.6025548825049807,53.71888565526318,66.30419561568476,07052,West Orange,Essex County,NJ,701211.0,0.12442297564605057,-0.058067098935085326,-0.1625371101883033,0.049237980309523685,-0.20029804683062058,0.035172220244131136,-0.027205245619839502,-0.016764717334689386,2.5,2026-07-31
116,59.881287279171175,86.16125150421179,0.8317172812764895,67.05441875134979,52.708155806992565,11545,Glen Head,Nassau County,NY,1615217.0,0.11118571099429744,0.7763487043341613,0.20822376364282214,,0.29070198283686,0.2117411746484129,-0.12174372568977532,-0.0063733450521714224,2.9,2026-07-31
117,59.8434733032489,86.04091456077015,0.8317172812764895,62.145444129680335,57.54150247681746,11718,Brightwaters,Suffolk County,NY,852003.0,0.026102548608133352,0.13671441163906195,0.193469590176921,,-0.5265237867356067,0.1357976772668985,0.3018177934271691,-0.07469236526391461,3.2,2026-07-31
118,59.8229351198675,85.92057761732852,0.8317172812764895,55.22400337804642,64.42186686168859,12563,Patterson,Putnam County,NY,485898.0,0.05296766700227665,-0.4248773189163213,-0.15999185126872106,,-0.2928136859668513,-0.17676773311495786,-0.27767297401644164,-0.2505173079051805,2.5,2026-07-31
119,59.81758254180248,85.80024067388689,0.8317172812764895,65.22533983430047,54.4098252493045,07720,Bradley Beach,Monmouth County,NJ,1139087.0,0.10763512046053095,0.4271062267408663,-0.21915059350172328,0.023615402427584798,0.5736005675886211,0.15724712119266981,0.18085684524998236,-0.020390817020197807,3.4,2026-07-31
120,59.81283841996243,85.67990373044525,0.8317172812764895,54.731401404003,64.89427543592186,08005,Barnegat,Ocean County,NJ,508616.0,0.10305684455325129,-0.37918356179810964,-0.2789251983279115,,-0.19678612608435953,-0.15298827726295328,0.004770960204050212,0.07221856477306181,2.5,2026-07-31
121,59.805029046874026,85.5595667870036,0.8317172812764895,62.80161806856116,56.80844002518688,10516,Cold Spring,Putnam County,NY,745555.0,0.02732227958073566,0.003252674313344528,0.2688257240679892,,-0.21873873666663646,0.13898495540607503,0.03763637245481277,0.027202950481433327,2.6,2026-07-31
122,59.58238655117499,85.43922984356198,0.8317172812764895,57.13262024760394,62.03215285474604,10312,New York,Richmond County,NY,769211.0,-0.044510992233795926,0.034489513438568764,0.17668765578092405,0.03557756700306297,0.048750917816323236,-0.08891469613416497,-0.1030888299012922,-0.01009597524266477,1.6,2026-07-31
123,59.56736683437286,85.31889290012033,0.8317172812764895,64.64335070073747,54.49138296800826,11960,Remsenburg,Suffolk County,NY,1849910.0,0.08604196150084356,0.9120163194593456,0.6719680909083934,,0.15133094355177934,0.09424237457740336,0.31748425505773703,-0.08513317891281842,2.7,2026-07-31
124,59.50275744875907,85.1985559566787,0.8317172812764895,58.286768132462974,60.71874676505517,11725,Commack,Suffolk County,NY,818651.0,0.028011453600289477,0.0967821440168457,0.11846414885510725,,-0.30759619275022243,0.1009000390668211,-0.002591985618565218,-0.10240767630337518,2.3,2026-07-31
125,59.41039806419874,85.07821901323706,0.8317172812764895,54.87102877093347,63.949767357464005,07439,Ogdensburg,Sussex County,NJ,437204.0,0.054769264163363834,-0.5304764786089731,-0.09479282619913931,,-0.4684138626268546,-0.14460730615618922,-0.06800555027592736,-0.012295854960552702,2.1,2026-07-31
126,59.38656346244042,84.95788206979543,0.8317172812764895,55.41653166339825,63.35659526148258,07057,Wallington,Bergen County,NJ,695631.0,0.033995097067450436,-0.06605677159967449,0.07514513576364834,0.04068248520041021,0.20245873655564028,-0.10508514824110793,-0.010302457925957853,-0.053467528765542574,2.7,2026-07-31
127,59.35378137288302,84.83754512635379,0.8317172812764895,56.02914842364004,62.678414322125995,07756,Neptune Township,Monmouth County,NJ,931703.0,0.05667752499835679,0.2261380018105399,-0.3455067913270984,0.03303627536191356,0.45555016554899086,0.20249881069431774,0.11604865901758998,-0.11250034005258121,2.1,2026-07-31
128,59.332844967323126,84.71720818291215,0.8317172812764895,55.13221484022267,63.53347509442357,07621,Bergenfield,Bergen County,NJ,650019.0,0.05173541169767085,-0.13387483318302706,-0.3737678452033517,,-0.2804985131729236,-0.007239567392096746,0.06886263078286525,-0.007475174780717089,2.4,2026-07-31
129,59.309693136396845,84.59687123947052,0.8317172812764895,59.97344081628332,58.645945456510375,08863,Fords,Middlesex County,NJ,540869.0,0.12412561784272605,-0.31769828592816296,-0.07555685505520238,,-0.34883261825148115,-0.07084327062051243,0.007360924154941273,0.021870002612930414,2.1,2026-07-31
130,59.309103438476384,84.47653429602889,0.8317172812764895,60.92278081299415,57.69542606395862,07661,River Edge,Bergen County,NJ,877678.0,0.06697657626918954,0.16640366509145998,0.1949397331168612,,-0.18141975783938702,0.1771717416565235,0.012801519196376177,0.10352419633022185,3.1,2026-07-31
131,59.266000511136326,84.35619735258724,0.8317172812764895,59.06880509828785,59.46319592398481,10980,Stony Point,Rockland County,NY,666297.0,0.08331502314326969,-0.10914074518723993,0.13181518157517935,,-0.2264172196023797,-0.1261317991087627,-0.09879897778726132,-0.11805976102070632,2.6,2026-07-31
132,59.22319291144768,84.23586040914562,0.8317172812764895,58.278874282864756,60.16751154003062,07403,Bloomingdale,Passaic County,NJ,568080.0,0.06175273403874684,-0.2686133451809507,-0.06138421585843368,,-0.3994648666345484,-0.11944288507135764,0.07657475303698291,-0.06068049914240854,2.3,2026-07-31
133,59.201375556791476,84.11552346570397,0.8317172812764895,56.51726041168102,61.88549070190192,08722,Beachwood,Ocean County,NJ,475088.0,0.13052657295139306,-0.4473759084852169,-0.12744255451748288,,-0.39761989434816347,-0.21593801107468036,0.06107939462777878,0.03344125037952876,2.2,2026-07-31
134,59.198752440161094,83.99518652226233,0.8317172812764895,57.97560691692897,60.42189796339322,07035,Lincoln Park,Morris County,NJ,549063.0,0.051506003401203065,-0.30266217531299233,-0.27291496091401335,,-0.3954902979501391,-0.04084566019694297,-0.0034554979676126862,0.0032231158360896267,2.0,2026-07-31
135,59.19571764323524,83.8748495788207,0.8317172812764895,56.32678993245873,62.06464535401176,07442,Pompton Lakes,Passaic County,NJ,566244.0,0.07509132460045045,-0.27185191778475115,-0.20177406590076785,,-0.37453122308966624,-0.05247664607271679,-0.0358535129402231,0.013944008160353058,2.6,2026-07-31
136,59.150682368102295,83.75451263537906,0.8317172812764895,61.84548079802189,56.45588393818271,07933,Gillette,Morris County,NJ,789885.0,0.0117182761399576,0.061011520022780985,-0.37084901519347113,,,0.19306154641481,,0.04897675003099371,2.5,2026-07-31
137,59.14260431545043,83.63417569193743,0.8317172812764895,55.07290271130777,63.21230591959309,11762,Massapequa Park,Nassau County,NY,823092.0,0.022396106875302385,0.10219138632513314,0.125631538128939,,-0.3101359720406969,0.029576235158128683,0.016374010645229475,-0.0441891743692044,2.3,2026-07-31
138,59.09703277527649,83.51383874849579,0.8317172812764895,63.688428849890755,54.50563670066222,07059,Warren Township,Somerset County,NJ,1158497.0,0.0985902027339364,0.4440021874991178,0.4919443247962061,0.034467085256217715,-0.19358410803815507,0.1894104825323537,-0.008706036883284085,0.029915500016972893,2.8,2026-07-31
139,59.01307730969154,83.39350180505414,0.8317172812764895,54.30078080503817,63.72537381434491,07724,Eatontown,Monmouth County,NJ,709962.0,0.10456888365928166,-0.0456648399426971,-0.34452460414062713,0.03907171250014278,0.04323477863966718,-0.049200573447522045,-0.015051693758417528,0.05153620977159461,2.8,2026-07-31
140,58.99574100460882,83.27316486161251,0.8317172812764895,54.76542031732874,63.22606169188889,11763,Medford,Suffolk County,NY,624741.0,0.06296759787234799,-0.17353950891578052,0.008532940388636945,0.05389275892571309,-0.24627819162207243,-0.2084326529249491,0.08050759230016169,-0.012239044658489198,2.9,2026-07-31
141,58.97566600233826,83.15282791817089,0.8317172812764895,54.23540954023049,63.71592246444602,07462,Vernon,Sussex County,NJ,301279.0,0.13150706716472485,-0.9028400349230594,-0.3907049219024419,,-0.7453582811303445,-0.16359300048332326,-0.15530562426415884,0.03176841756340058,1.6,2026-07-31
142,58.942865411714976,83.03249097472924,0.8317172812764895,62.94097570860872,54.94475511482124,07739,Little Silver,Monmouth County,NJ,1195269.0,0.1633513787101645,0.4752500122579715,0.15294960627226395,,-0.2876799122116698,0.3191017994142319,0.06343279445313499,0.001008061221728071,3.8,2026-07-31
143,58.84999860985259,82.91215403128761,0.8317172812764895,55.31327032483648,62.386726894868694,11436,New York,Queens County,NY,699970.0,0.04638478729808285,-0.059839331292526055,-0.06207143921035829,,0.18354677031038302,-0.25980889663611034,-0.07375919183916047,0.121454214297595,2.3,2026-07-31
144,58.83410683325858,82.79181708784597,0.8317172812764895,57.31250973331273,60.35570393320443,07009,Cedar Grove,Essex County,NJ,778140.0,-0.015590459068966916,0.04602979849441624,-0.13024262425780897,,-0.25412370435537857,0.11602477714651971,-0.028184691441280663,0.0834084365721444,2.4,2026-07-31
145,58.824138760674835,82.67148014440433,0.8317172812764895,64.92957698806416,52.718700533285514,11560,Locust Valley,Nassau County,NY,1287119.0,0.05565838293867245,0.5492850982200306,0.051728287530227846,,0.17220108811908896,0.12270653437205425,-0.07853669622895687,-0.057692432757864245,2.9,2026-07-31
146,58.816795341552776,82.5511432009627,0.8317172812764895,57.36964302567531,60.26394765743025,07470,Wayne,Passaic County,NJ,762952.0,0.07170327788410127,0.026319102708464825,0.2447155011740918,0.03988110966220931,-0.28322790037500245,0.07808158704664048,-0.014223863895669098,-0.026143098800334122,2.6,2026-07-31
147,58.814001719275524,82.43080625752106,0.8317172812764895,54.301338328268166,63.32666511028289,10913,Blauvelt,Rockland County,NY,816271.0,0.007615332201523023,0.09387004325518866,0.07873756217948547,,-0.3516969882794705,0.045382182342431965,-0.08348813140888112,-0.027136679502653485,2.7,2026-07-31
148,58.77895033734412,82.31046931407943,0.8317172812764895,63.114348529770545,54.443552144917696,10282,New York,New York County,NY,2207793.0,0.10067841129754598,1.0888726250424359,0.3834425884634367,0.04193870738031331,0.28866457160261016,0.3459209197185986,-0.23118621328872813,-0.006478936098148494,2.5,2026-07-31
